ph,temperature_c,ammonia_mg_l,nitrite_mg_l,nitrate_mg_l,ph_rolling_3,ph_rolling_7,ph_change_rate,temperature_c_rolling_3,temperature_c_rolling_7,temperature_c_change_rate,ammonia_mg_l_rolling_3,ammonia_mg_l_rolling_7,ammonia_mg_l_change_rate,nitrite_mg_l_rolling_3,nitrite_mg_l_rolling_7,nitrite_mg_l_change_rate,nitrate_mg_l_rolling_3,nitrate_mg_l_rolling_7,nitrate_mg_l_change_rate,water_stability_index,risk_level
6.77674,23.9375,0.00029,0.017,266,6.77371,6.77285,-0.00454,23.9375,23.9375,0,0.00029,0.00029,0.00001,0.017,0.017,0,266,266,0,0.01612,Moderate Risk
6.77674,23.9375,0.00028,0.017,266,6.77371,6.77674,0,23.95833,23.94643,0,0.00028,0.00028,0,0.017,0.017,0,266,266,0,0.04194,Moderate Risk
6.7495,23.8125,0.00059,0.017,266,6.74648,6.74237,0,23.79167,23.78571,0.0625,0.00059,0.00059,0,0.017,0.017,0,266,266,0,0.02827,Moderate Risk
6.74043,23.8125,0.00057,0.017,266,6.74496,6.74367,-0.00453,23.8125,23.80357,0,0.00058,0.00059,-0.00002,0.017,0.017,0,266,266,0,0.02193,Moderate Risk
6.77674,23.9375,0.00053,0.017,266,6.77825,6.78258,-0.00454,23.9375,23.9375,0,0.00053,0.00053,0,0.017,0.017,0,266,266,0,0.01359,High Risk
6.75858,23.875,0.00053,0.017,266,6.75102,6.76377,-0.00908,23.89583,23.90179,0,0.00053,0.00053,0,0.017,0.017,0,266,266,0,0.0646,High Risk
6.76312,23.8125,0.00056,0.017,266,6.76463,6.76507,0,23.8125,23.80357,0,0.00057,0.00055,-0.00001,0.017,0.017,0,266,266,0,0.02458,High Risk
6.75858,23.75,0.00057,0.017,266,6.75858,6.75793,0,23.75,23.75,0,0.00059,0.00059,-0.00004,0.017,0.017,0,266,266,0,0.01332,High Risk
6.74043,23.625,0.00061,0.017,266,6.74043,6.74626,0,23.64583,23.66071,0,0.00061,0.00061,0,0.017,0.017,0,266,266,0,0.03681,High Risk
6.74043,23.625,0.00054,0.017,266,6.74496,6.74626,-0.00453,23.625,23.63393,0,0.00053,0.00053,0.00001,0.017,0.017,0,266,266,0,0.02434,High Risk
6.74043,23.625,0.00053,0.017,266,6.74043,6.74108,0,23.625,23.61607,0,0.00053,0.00053,0,0.017,0.017,0,266,266,0,0.01809,Moderate Risk
6.74043,23.5625,0.00052,0.017,266,6.73892,6.73783,0.00454,23.60417,23.60714,-0.0625,0.00052,0.00052,-0.00001,0.017,0.017,0,266,266,0,0.03172,Moderate Risk
6.73589,23.625,0.00055,0.017,266,6.74043,6.73978,-0.01361,23.60417,23.61607,0,0.00056,0.00056,-0.00001,0.017,0.017,0,266,266,0,0.02153,High Risk
6.74043,23.625,0.00057,0.017,266,6.73892,6.73848,0,23.58333,23.58929,0.0625,0.00057,0.00056,-0.00001,0.017,0.017,0,266,266,0,0.02158,Moderate Risk
6.73135,23.625,0.00054,0.017,266,6.74043,6.75145,-0.01815,23.625,23.61607,0,0.00056,0.00056,-0.00004,0.017,0.017,0,266,266,0,0.06396,Moderate Risk
6.74496,23.5625,0.00054,0.017,266,6.74345,6.74367,0,23.5625,23.58036,0,0.00057,0.00056,-0.00004,0.017,0.017,0,266,266,0,0.02538,Moderate Risk
6.75858,23.5625,0.00056,0.017,266,6.74799,6.74432,0.02269,23.52083,23.54464,0.0625,0.00051,0.00054,0.00003,0.017,0.017,0,266,266,0,0.03454,Moderate Risk
6.74043,23.5625,0.00052,0.017,266,6.75707,6.74367,-0.04539,23.5625,23.5625,0,0.00053,0.00053,-0.00001,0.017,0.017,0,266,266,0,0.04502,Moderate Risk
6.7495,23.5625,0.0005,0.017,266,6.74345,6.74237,0.00907,23.54167,23.55357,0.0625,0.0005,0.0005,-0.00001,0.017,0.017,0,266,266,0,0.01897,Moderate Risk
6.73589,23.5625,0.0005,0.017,266,6.74194,6.74691,-0.01361,23.5625,23.55357,0,0.0005,0.0005,0.00001,0.017,0.017,0,266,266,0,0.04771,Moderate Risk
6.74043,23.5625,0.00051,0.017,266,6.74496,6.74626,-0.00907,23.54167,23.54464,0,0.0005,0.00049,0.00003,0.017,0.017,0,266,266,0,0.03244,Moderate Risk
6.7495,23.5625,0.0005,0.017,266,6.74496,6.74885,0.00454,23.52083,23.51786,0.0625,0.00049,0.00049,0.00001,0.017,0.017,0,266,266,0,0.03299,Moderate Risk
6.74043,23.5,0.00045,0.017,266,6.74496,6.75015,-0.00907,23.52083,23.50893,0,0.00046,0.00046,-0.00002,0.017,0.017,0,266,266,0,0.02705,Moderate Risk
6.7495,23.5625,0.00046,0.017,266,6.75555,6.74885,-0.00908,23.54167,23.52679,0.0625,0.00047,0.00046,-0.00001,0.017,0.017,0,266,266,0,0.03194,Moderate Risk
6.7495,23.5625,0.00048,0.017,266,6.75253,6.7508,-0.00908,23.54167,23.52679,0.0625,0.00047,0.00047,0.00001,0.017,0.017,0,266,266,0,0.03306,Moderate Risk
6.75404,23.5,0.00049,0.017,266,6.75404,6.75274,0.00454,23.52083,23.52679,-0.0625,0.00048,0.00047,0.00001,0.017,0.017,0,266,266,0,0.0303,Moderate Risk
6.75404,23.5,0.00051,0.017,266,6.75253,6.75274,0.00908,23.54167,23.53571,-0.0625,0.00048,0.00048,0.00001,0.017,0.017,0,266,266,0,0.02686,Moderate Risk
6.77674,23.5625,0.00043,0.017,266,6.78128,6.77674,-0.00908,23.58333,23.60714,-0.0625,0.00044,0.00045,-0.00002,0.017,0.017,0,266,266,0,0.03184,Moderate Risk
6.76766,23.625,0.00043,0.017,266,6.77825,6.77025,0,23.625,23.625,0,0.00045,0.00046,-0.00003,0.017,0.017,0,266,266,0,0.03271,Moderate Risk
6.7949,23.625,0.00045,0.017,266,6.79944,6.79685,-0.00454,23.64583,23.65179,0,0.00045,0.00044,0,0.017,0.017,0,266,266,0,0.03406,Moderate Risk
6.80398,23.6875,0.00045,0.017,266,6.80398,6.80203,0,23.6875,23.6875,0,0.00045,0.00043,0.00001,0.017,0.017,0,266,266,0,0.00492,Moderate Risk
6.80398,23.75,0.00044,0.017,266,6.80549,6.80657,-0.00454,23.72917,23.73214,0.0625,0.00045,0.00045,-0.00001,0.017,0.017,0,266,266,0,0.02011,Moderate Risk
6.80852,23.875,0.00039,0.017,266,6.80852,6.81695,0,23.83333,23.83036,0.0625,0.00039,0.0004,0,0.017,0.017,0,266,266,0,0.05987,Moderate Risk
6.80852,23.875,0.0004,0.017,266,6.80852,6.80852,0,23.875,23.86607,0,0.0004,0.00038,0,0.017,0.017,0,266,266,0,0.0119,Moderate Risk
6.81306,23.875,0.00039,0.017,266,6.81155,6.81241,0.00454,23.85417,23.86607,0,0.00039,0.00038,0.00001,0.017,0.017,0,266,266,0,0.01809,Moderate Risk
6.88569,24.3125,0.00036,0.017,266,6.88266,6.88764,0.00454,24.3125,24.27679,0,0.00035,0.00037,-0.00002,0.017,0.017,0,266,266,0,0.03236,Moderate Risk
6.89477,24.375,0.00035,0.017,266,6.89477,6.89153,0,24.375,24.36607,0,0.00035,0.00036,0,0.017,0.017,0,266,266,0,0.02817,Moderate Risk
6.89023,24.4375,0.00034,0.017,266,6.89477,6.88764,0.00454,24.41667,24.40179,0,0.00034,0.00033,0.00001,0.017,0.017,0,266,266,0,0.05028,Moderate Risk
6.89477,24.4375,0.00035,0.017,266,6.89174,6.89088,0.00908,24.47917,24.45536,-0.0625,0.00035,0.00034,0,0.017,0.017,0,266,266,0,0.02343,Moderate Risk
6.89023,24.625,0.00029,0.017,266,6.89628,6.9019,-0.00454,24.58333,24.5625,0.0625,0.00029,0.0003,0,0.017,0.017,0,266,266,0,0.03366,Moderate Risk
6.89023,24.5,0.0003,0.017,266,6.89326,6.89477,-0.00454,24.54167,24.55357,-0.0625,0.0003,0.00029,-0.00001,0.017,0.017,0,266,266,0,0.02666,Moderate Risk
6.89023,24.5625,0.00035,0.017,266,6.93108,6.89671,-0.01362,24.54167,24.54464,0,0.00035,0.00034,0.00001,0.017,0.017,0,266,266,0,0.12407,Moderate Risk
6.89023,24.5625,0.00037,0.017,266,6.88569,6.88245,0.00454,24.54167,24.54464,0,0.00037,0.00037,0.00001,0.017,0.017,0,266,266,0,0.02884,Moderate Risk
6.87661,24.5625,0.00032,0.017,266,6.89477,6.89218,-0.02724,24.54167,24.55357,0,0.00031,0.00033,0.00001,0.017,0.017,0,266,266,0,0.03206,Moderate Risk
6.88569,24.5625,0.00028,0.017,266,6.8872,6.88504,-0.00454,24.5625,24.5625,0,0.00027,0.00028,0.00001,0.017,0.017,0,266,266,0,0.00972,Moderate Risk
6.88115,24.5625,0.00026,0.017,266,6.88115,6.88504,-0.00454,24.5625,24.5625,0,0.00027,0.00027,-0.00002,0.017,0.017,0,266,266,0,0.00972,Moderate Risk
6.86753,24.5,0.00027,0.017,266,6.87358,6.88439,-0.01362,24.54167,24.55357,-0.0625,0.00026,0.00025,0.00003,0.017,0.017,0,266,266,0,0.06285,Moderate Risk
6.88115,24.5625,0.00029,0.017,266,6.87964,6.88699,0.00454,24.5625,24.55357,0,0.00029,0.00028,0,0.017,0.017,0,266,266,0,0.06366,Moderate Risk
6.87207,24.5,0.00033,0.017,266,6.86753,6.87985,0,24.52083,24.51786,-0.0625,0.00033,0.00034,0,0.017,0.017,0,266,266,0,0.0738,Moderate Risk
6.86753,24.5,0.00029,0.017,266,6.86753,6.86688,0,24.54167,24.52679,-0.0625,0.0003,0.00031,0,0.017,0.017,0,266,266,0,0.03279,Moderate Risk
6.85845,24.5,0.00028,0.017,266,6.86148,6.86364,-0.00454,24.5,24.51786,0,0.00028,0.00028,0,0.017,0.017,0,266,266,0,0.02496,Moderate Risk
6.87207,24.5,0.00023,0.017,266,6.86602,6.86623,0.01362,24.54167,24.51786,-0.0625,0.00024,0.00026,-0.00001,0.017,0.017,0,266,266,0,0.03473,Moderate Risk
6.87207,24.5,0.00023,0.017,266,6.87207,6.86558,0.00454,24.5,24.50893,0,0.00023,0.00023,0,0.017,0.017,0,266,266,0,0.02909,Moderate Risk
6.86299,24.5,0.00021,0.017,266,6.86299,6.86753,0.00454,24.47917,24.49107,0.0625,0.00022,0.00022,-0.00001,0.017,0.017,0,266,266,0,0.05722,Moderate Risk
6.84937,24.5,0.00018,0.017,266,6.8524,6.85521,0,24.5,24.49107,0,0.00019,0.00019,-0.00001,0.017,0.017,0,266,266,0,0.02541,Moderate Risk
6.83575,24.4375,0.00033,0.017,266,6.85845,6.85067,-0.04086,24.45833,24.44643,0,0.00034,0.00034,-0.00002,0.017,0.017,0,266,266,0,0.04569,Moderate Risk
6.83575,24.4375,0.00037,0.017,266,6.84634,6.85067,-0.01816,24.41667,24.41964,0,0.00036,0.00035,0.00002,0.017,0.017,0,266,266,0,0.04287,Moderate Risk
6.85391,24.375,0.00038,0.017,266,6.87812,6.85196,0.0227,24.375,24.40179,0,0.00037,0.00035,0.00002,0.017,0.017,0,266,266,0,0.10448,Moderate Risk
6.83121,24.375,0.00038,0.017,266,6.84029,6.85456,-0.01816,24.39583,24.39286,-0.0625,0.00038,0.00037,0.00001,0.017,0.017,0,266,266,0,0.10115,Moderate Risk
6.84029,24.4375,0.00039,0.017,266,6.84634,6.84483,-0.00908,24.39583,24.39286,0.0625,0.00038,0.00038,0,0.017,0.017,0,266,266,0,0.03099,Moderate Risk
6.90839,24.375,0.00043,0.017,266,6.86299,6.84678,0.0681,24.39583,24.38393,-0.0625,0.00043,0.00041,-0.00001,0.017,0.017,0,266,266,0,0.06683,Moderate Risk
6.8176,24.375,0.00045,0.017,266,6.83273,6.82927,-0.02269,24.375,24.375,0,0.00045,0.00045,0,0.017,0.017,0,266,266,0,0.01806,Moderate Risk
6.83575,24.375,0.00046,0.017,266,6.8297,6.83121,0.01361,24.375,24.375,0,0.00046,0.00045,0.00001,0.017,0.017,0,266,266,0,0.01739,Moderate Risk
6.8176,24.375,0.00048,0.017,266,6.82667,6.82538,-0.01361,24.35417,24.33929,0.0625,0.00048,0.00047,0,0.017,0.017,0,266,266,0,0.02924,Moderate Risk
6.81306,24.25,0.00054,0.017,266,6.81155,6.80982,0.00454,24.27083,24.27679,0,0.00055,0.00054,-0.00002,0.017,0.017,0,266,266,0,0.02116,Moderate Risk
6.81306,24.25,0.0005,0.017,266,6.81155,6.81111,0,24.22917,24.23214,0.0625,0.0005,0.0005,0,0.017,0.017,0,266,266,0,0.02012,Moderate Risk
6.80852,24.25,0.00048,0.017,266,6.81155,6.81111,-0.00454,24.22917,24.23214,0,0.00049,0.00049,-0.00002,0.017,0.017,0,266,266,0,0.02012,Moderate Risk
6.80852,24.1875,0.0005,0.017,266,6.80852,6.81176,0,24.20833,24.1875,-0.0625,0.0005,0.00051,0.00001,0.017,0.017,0,266,266,0,0.02818,Moderate Risk
6.79944,24.125,0.00041,0.017,266,6.80549,6.80722,-0.00908,24.14583,24.16964,0,0.00048,0.00049,-0.00011,0.017,0.017,0,266,266,0,0.03056,Moderate Risk
6.80852,24.125,0.0005,0.017,266,6.80852,6.80722,0,24.14583,24.16071,0,0.00049,0.0005,0.00001,0.017,0.017,0,266,266,0,0.02358,Moderate Risk
6.79944,24.125,0.00053,0.017,266,6.80701,6.78842,-0.01362,24.125,24.125,0,0.00052,0.00052,0.00001,0.017,0.017,0,266,266,0,0.10272,Moderate Risk
6.80852,24.125,0.00041,0.017,266,6.80701,6.80528,0.00454,24.10417,24.10714,0,0.00049,0.0005,-0.00012,0.017,0.017,0,266,266,0,0.024,Moderate Risk
6.80852,24.125,0.00043,0.017,266,6.80701,6.80528,0,24.08333,24.07143,0.0625,0.00051,0.00052,-0.00011,0.017,0.017,0,266,266,0,0.02548,Moderate Risk
6.79036,24,0.00055,0.017,266,6.7949,6.80009,-0.00908,24.02083,24.02679,0,0.00055,0.00054,0,0.017,0.017,0,266,266,0,0.02894,Moderate Risk
6.80852,24,0.00053,0.017,266,6.80701,6.80009,0,24,24,0,0.00054,0.00054,-0.00001,0.017,0.017,0,266,266,0,0.02061,Moderate Risk
6.7949,23.9375,0.00053,0.017,266,6.80095,6.78777,0,23.97917,23.98214,-0.0625,0.00053,0.00053,0,0.017,0.017,0,266,266,0,0.10216,Moderate Risk
6.78582,24,0.00049,0.017,266,6.78885,6.7936,0,23.97917,23.97321,0,0.0005,0.00051,-0.00001,0.017,0.017,0,266,266,0,0.02811,Moderate Risk
6.7949,24,0.00051,0.017,266,6.79793,6.79879,0,23.97917,23.99107,0,0.00051,0.00051,0,0.017,0.017,0,266,266,0,0.01999,Moderate Risk
6.78582,23.9375,0.00053,0.017,266,6.79036,6.78971,-0.00908,23.91667,23.9375,0.0625,0.00052,0.00052,0.00001,0.017,0.017,0,266,266,0,0.02622,Moderate Risk
6.78582,23.875,0.00053,0.017,266,6.78431,6.78258,0.00454,23.875,23.875,0,0.00055,0.00053,-0.00005,0.017,0.017,0,266,266,0,0.00691,Moderate Risk
6.7949,23.875,0.00053,0.017,266,6.77523,6.78193,0.0454,23.875,23.85714,0,0.00053,0.00052,0,0.017,0.017,0,266,266,0,0.04738,Moderate Risk
6.78582,23.8125,0.00051,0.017,266,6.77825,6.76766,0.00454,23.8125,23.78571,0,0.00051,0.00052,-0.00001,0.017,0.017,0,266,266,0,0.04591,Moderate Risk
6.77674,23.75,0.0004,0.017,266,6.71621,6.76442,0.19066,23.72917,23.74107,0.0625,0.00039,0.00039,0.00001,0.017,0.017,0,266,266,0,0.17946,Moderate Risk
6.76766,23.6875,0.00038,0.017,266,6.77674,6.77285,-0.01816,23.6875,23.70536,0,0.00038,0.00039,0,0.017,0.017,0,266,266,0,0.03518,Moderate Risk
6.7495,23.625,0.00033,0.017,266,6.75101,6.77739,-0.00454,23.60417,23.58036,0,0.00033,0.00033,0,0.017,0.017,0,266,266,0,0.15507,Moderate Risk
6.75858,23.5625,0.00038,0.017,266,6.76009,6.75858,0,23.5625,23.55357,0,0.00038,0.00036,0,0.017,0.017,0,266,266,0,0.03909,Moderate Risk
6.76312,23.5625,0.00039,0.017,266,6.76009,6.76117,0.00454,23.5625,23.55357,0,0.00039,0.00039,0,0.017,0.017,0,266,266,0,0.01897,Moderate Risk
6.76312,23.5625,0.00045,0.017,266,6.75858,6.75858,0.00908,23.5625,23.5625,0,0.00041,0.0004,0.00006,0.017,0.017,0,266,266,0,0.01053,Moderate Risk
6.76312,23.5625,0.00029,0.017,266,6.76009,6.75599,0.00454,23.5625,23.55357,0,0.00034,0.00035,-0.00007,0.017,0.017,0,266,266,0,0.02216,Moderate Risk
6.74496,23.5625,0.00045,0.017,266,6.75707,6.76571,-0.01362,23.5625,23.5625,0,0.00045,0.00045,0,0.017,0.017,0,266,266,0,0.04024,Moderate Risk
6.79944,23.5,0.00033,0.017,266,6.80398,6.7949,-0.03177,23.5,23.52679,0,0.00033,0.00032,0,0.017,0.017,0,266,266,0,0.05265,Moderate Risk
6.79036,23.5625,0.00053,0.017,266,6.78431,6.78517,0.01362,23.5625,23.55357,0,0.00053,0.00053,-0.00001,0.017,0.017,0,266,266,0,0.03174,Moderate Risk
6.78128,23.5625,0.0005,0.017,266,6.78431,6.78193,-0.00454,23.5625,23.5625,0,0.0005,0.00051,0,0.017,0.017,0,266,266,0,0.01105,Moderate Risk
6.79944,23.625,0.00045,0.017,266,6.79339,6.79101,0.00454,23.60417,23.58036,0.0625,0.00042,0.00045,0.0001,0.017,0.017,0,266,266,0,0.02863,Moderate Risk
6.7949,23.5625,0.00048,0.017,266,6.79339,6.7936,-0.00454,23.5625,23.5625,0,0.00048,0.00047,-0.00001,0.017,0.017,0,266,266,0,0.00867,Moderate Risk
6.80852,23.5625,0.0005,0.017,266,6.80701,6.81371,0,23.58333,23.625,0,0.0005,0.0005,0.00001,0.017,0.017,0,266,266,0,0.06124,Moderate Risk
6.80852,23.625,0.00046,0.017,266,6.80852,6.80852,0,23.625,23.65179,0,0.00046,0.00046,0,0.017,0.017,0,266,266,0,0.01671,Moderate Risk
6.89023,23.625,0.00046,0.017,266,6.83727,6.82214,0.08171,23.64583,23.66071,0,0.00045,0.00045,0.00001,0.017,0.017,0,266,266,0,0.07694,Moderate Risk
6.83575,23.6875,0.00045,0.017,266,6.82365,6.8189,0.01361,23.6875,23.70536,0,0.00042,0.00044,0.00008,0.017,0.017,0,266,266,0,0.03246,Moderate Risk
6.82214,23.6875,0.00044,0.017,266,6.83727,6.82408,-0.05447,23.70833,23.70536,-0.0625,0.00046,0.00045,-0.00001,0.017,0.017,0,266,266,0,0.0627,Moderate Risk
6.85391,23.8125,0.00037,0.017,266,6.85391,6.84807,-0.00454,23.8125,23.80357,0,0.00036,0.00036,0.00001,0.017,0.017,0,266,266,0,0.02729,Moderate Risk
6.84937,23.8125,0.00029,0.017,266,6.85542,6.85845,0,23.8125,23.8125,0,0.00029,0.00029,0.00001,0.017,0.017,0,266,266,0,0.01484,Moderate Risk
6.87661,23.875,0.00027,0.017,266,6.87358,6.86558,0.00908,23.875,23.86607,0,0.00028,0.00027,-0.00001,0.017,0.017,0,266,266,0,0.02913,Moderate Risk
6.87207,23.8125,0.00028,0.017,266,6.86602,6.86883,0.00454,23.85417,23.85714,-0.0625,0.00028,0.00028,0,0.017,0.017,0,266,266,0,0.02884,Moderate Risk
6.87207,23.8125,0.0003,0.017,266,6.87056,6.87142,0.00454,23.83333,23.83929,0,0.0003,0.00029,0,0.017,0.017,0,266,266,0,0.02303,Moderate Risk
6.94016,23.8125,0.00028,0.017,266,6.90385,6.90255,0.05447,23.8125,23.80357,0,0.00028,0.00026,0,0.017,0.017,0,266,266,0,0.07319,Moderate Risk
6.87207,23.8125,0.00028,0.017,266,6.86602,6.86948,0,23.8125,23.8125,0,0.00028,0.00028,0.00001,0.017,0.017,0,266,266,0,0.01647,Moderate Risk
7.02641,23.8125,0.00026,0.017,266,6.92352,6.89412,0.15888,23.8125,23.80357,0,0.00026,0.00025,0,0.017,0.017,0,266,266,0,0.12879,Moderate Risk
6.87207,23.8125,0.00026,0.017,266,6.922,6.91487,-0.07263,23.8125,23.8125,0,0.00026,0.00026,0.00001,0.017,0.017,0,266,266,0,0.1218,Moderate Risk
6.94924,23.8125,0.00026,0.017,266,6.89779,6.90385,0.07717,23.8125,23.8125,0,0.00026,0.00026,0.00001,0.017,0.017,0,266,266,0,0.08222,Moderate Risk
6.87661,23.8125,0.00024,0.017,266,6.86753,6.87012,0.01816,23.79167,23.80357,0.0625,0.00024,0.00025,0,0.017,0.017,0,266,266,0,0.02451,Moderate Risk
6.86753,23.8125,0.00023,0.017,266,6.86753,6.86818,0,23.8125,23.8125,0,0.00023,0.00023,-0.00001,0.017,0.017,0,266,266,0,0.00971,Moderate Risk
6.87207,23.8125,0.00023,0.017,266,6.87358,6.86948,-0.00908,23.79167,23.80357,0.0625,0.00023,0.00023,0,0.017,0.017,0,266,266,0,0.02555,Moderate Risk
6.84029,23.75,0.00028,0.017,266,6.7949,6.82408,0.1498,23.77083,23.75893,-0.0625,0.00028,0.00028,0,0.017,0.017,0,266,266,0,0.14189,Moderate Risk
6.83575,23.75,0.00024,0.017,266,6.84332,6.84288,-0.00454,23.75,23.74107,0,0.00024,0.00024,-0.00001,0.017,0.017,0,266,266,0,0.02746,Moderate Risk
6.85845,23.6875,0.00025,0.017,266,6.85542,6.84613,0.00908,23.72917,23.74107,-0.0625,0.00024,0.00024,0.00001,0.017,0.017,0,266,266,0,0.03261,Moderate Risk
6.83121,23.6875,0.00023,0.017,266,6.83726,6.84353,-0.01816,23.6875,23.71429,0,0.00023,0.00023,0,0.017,0.017,0,266,266,0,0.05017,Moderate Risk
6.84029,23.625,0.00033,0.017,266,6.83273,6.82214,0.00454,23.625,23.625,0,0.00034,0.00032,-0.00003,0.017,0.017,0,266,266,0,0.02292,Moderate Risk
6.81306,23.625,0.00029,0.017,266,6.81306,6.81695,0.00454,23.625,23.59821,0,0.00031,0.00031,-0.00002,0.017,0.017,0,266,266,0,0.02775,Moderate Risk
6.81306,23.5625,0.00033,0.017,266,6.81306,6.81501,-0.00454,23.60417,23.59821,-0.0625,0.00033,0.00033,0,0.017,0.017,0,266,266,0,0.02386,Moderate Risk
6.81306,23.5625,0.00036,0.017,266,6.81003,6.81436,0.00454,23.5625,23.57143,0,0.00037,0.00037,-0.00002,0.017,0.017,0,266,266,0,0.02638,Moderate Risk
6.81306,23.625,0.00033,0.017,266,6.81306,6.81111,0.00454,23.58333,23.57143,0.0625,0.00033,0.00033,-0.00001,0.017,0.017,0,266,266,0,0.01897,Moderate Risk
6.80852,23.5625,0.00032,0.017,266,6.81155,6.80982,-0.00454,23.5625,23.54464,0,0.00032,0.00032,0.00001,0.017,0.017,0,266,266,0,0.0197,Moderate Risk
6.80852,23.5625,0.00034,0.017,266,6.80852,6.80982,0,23.5625,23.55357,-0.0625,0.00033,0.00032,0.00002,0.017,0.017,0,266,266,0,0.02601,Moderate Risk
6.80852,23.5625,0.00033,0.017,266,6.81003,6.80982,-0.00454,23.5625,23.5625,0,0.00033,0.00032,0.00001,0.017,0.017,0,266,266,0,0.02249,Moderate Risk
6.80852,23.5625,0.00033,0.017,266,6.80852,6.80852,0,23.5625,23.5625,0,0.00033,0.00032,0,0.017,0.017,0,266,266,0,0.00005,Moderate Risk
6.81306,23.5625,0.00032,0.017,266,6.81155,6.80982,0,23.5625,23.5625,0,0.00033,0.00033,-0.00001,0.017,0.017,0,266,266,0,0.00444,Moderate Risk
6.80852,23.5,0.00036,0.017,266,6.80852,6.80982,0,23.5,23.52679,0,0.00036,0.00036,0,0.017,0.017,0,266,266,0,0.02358,Moderate Risk
6.80852,23.5,0.00036,0.017,266,6.80398,6.80528,0.00454,23.54167,23.54464,-0.0625,0.00035,0.00035,0.00002,0.017,0.017,0,266,266,0,0.02392,Moderate Risk
6.80852,23.5,0.00028,0.017,266,6.80852,6.80463,0,23.5,23.5,0,0.00028,0.00028,0,0.017,0.017,0,266,266,0,0.00971,Moderate Risk
6.80852,23.5625,0.00032,0.017,266,6.80247,6.80593,0.00454,23.52083,23.50893,0.0625,0.00029,0.00031,0,0.017,0.017,0,266,266,0,0.02217,Moderate Risk
6.80398,23.5,0.00031,0.017,266,6.81155,6.80722,-0.00454,23.47917,23.5,0,0.00029,0.00029,0.00001,0.017,0.017,0,266,266,0,0.03444,Moderate Risk
6.79036,23.4375,0.00032,0.017,266,6.79944,6.7962,-0.01362,23.45833,23.46429,0,0.00032,0.00032,-0.00001,0.017,0.017,0,266,266,0,0.0281,Moderate Risk
6.78582,23.4375,0.00033,0.017,266,6.78582,6.79101,0.00454,23.4375,23.4375,0,0.00034,0.00033,-0.00001,0.017,0.017,0,266,266,0,0.01526,Moderate Risk
6.78582,23.4375,0.00031,0.017,266,6.78582,6.78647,0,23.41667,23.41071,0.0625,0.00031,0.00032,-0.00001,0.017,0.017,0,266,266,0,0.03001,Moderate Risk
6.78582,23.375,0.00033,0.017,266,6.78885,6.78063,0.00454,23.375,23.38393,0,0.00032,0.00032,0.00001,0.017,0.017,0,266,266,0,0.03173,Moderate Risk
6.78582,23.375,0.00033,0.017,266,6.79339,6.78777,-0.02724,23.39583,23.38393,0,0.00033,0.00033,0,0.017,0.017,0,266,266,0,0.04718,Moderate Risk
6.77674,23.375,0.00034,0.017,266,6.77825,6.77739,0,23.375,23.375,0,0.00033,0.00033,0.00001,0.017,0.017,0,266,266,0,0.00972,Moderate Risk
6.76312,23.375,0.00035,0.017,266,6.91444,6.84289,-0.43125,23.375,23.36607,0,0.00035,0.00035,0,0.017,0.017,0,266,266,0,0.32255,Moderate Risk
6.78582,23.375,0.00035,0.017,266,6.78733,6.84094,-0.00908,23.375,23.375,0,0.00034,0.00035,0.00001,0.017,0.017,0,266,266,0,0.3123,Moderate Risk
6.77674,23.375,0.00033,0.017,266,6.78279,6.77609,-0.00908,23.375,23.375,0,0.00033,0.00032,0,0.017,0.017,0,266,266,0,0.01698,Moderate Risk
6.78128,23.3125,0.00033,0.017,266,6.78128,6.77674,0.00454,23.35417,23.36607,-0.0625,0.00033,0.00032,0,0.017,0.017,0,266,266,0,0.02925,Moderate Risk
6.77674,23.3125,0.00033,0.017,266,6.77825,6.77674,0,23.33333,23.33929,0,0.00033,0.00033,0.00001,0.017,0.017,0,266,266,0,0.04186,Moderate Risk
6.77674,23.375,0.0003,0.017,266,6.77977,6.78193,0,23.375,23.36607,0,0.0003,0.00028,0,0.017,0.017,0,266,266,0,0.05087,Moderate Risk
6.77674,23.3125,0.00032,0.017,266,6.80095,6.79555,-0.01816,23.3125,23.33036,0,0.00031,0.00031,0.00002,0.017,0.017,0,266,266,0,0.05024,Moderate Risk
6.76766,23.3125,0.00036,0.017,266,6.77371,6.76961,-0.00908,23.3125,23.3125,0,0.00035,0.00034,0.00003,0.017,0.017,0,266,266,0,0.01472,Moderate Risk
6.77674,23.3125,0.00035,0.017,266,6.76766,6.76701,0.01362,23.27083,23.29464,0.0625,0.00035,0.00036,0,0.017,0.017,0,266,266,0,0.02748,Moderate Risk
6.76312,23.25,0.00036,0.017,266,6.76615,6.77155,-0.01362,23.27083,23.27679,0,0.00036,0.00036,0,0.017,0.017,0,266,266,0,0.03194,Moderate Risk
6.76766,23.25,0.00033,0.017,266,6.76766,6.77739,-0.00908,23.25,23.25893,0,0.00033,0.00033,0,0.017,0.017,0,266,266,0,0.03307,Moderate Risk
6.76766,23.3125,0.00033,0.017,266,6.76463,6.76507,0.00908,23.27083,23.26786,0.0625,0.00033,0.00033,-0.00001,0.017,0.017,0,266,266,0,0.02555,Moderate Risk
6.76312,23.25,0.00036,0.017,266,6.75707,6.76442,0.01816,23.22917,23.22321,0.0625,0.00034,0.00032,0.00004,0.017,0.017,0,266,266,0,0.03817,Moderate Risk
